,id,eigenval,mingap
0,erdos_0.75_0_M1,5,2.8905695100104563
1,erdos_0.75_1_M1,1,2.3542341685664248
2,erdos_0.75_2_M1,1,2.354234168566413
3,erdos_0.75_3_M1,1,1.3772542458069577
4,erdos_0.75_4_M1,5,2.890569510010472
5,erdos_0.75_5_M1,7,3.19880307894915
6,erdos_0.75_6_M1,7,3.198803078949151
7,erdos_0.75_7_M1,15,5.20730198782989
8,erdos_0.75_8_M1,2,1.9348299328707927
9,erdos_0.75_9_M1,3,2.45264246062779
10,erdos_0.75_10_M1,3,2.4526424606278048
11,erdos_0.75_11_M1,3,2.4526424606277946
12,erdos_0.75_12_M1,1,1.3772542458069577
13,erdos_0.75_13_M1,1,1.377254245806954
14,erdos_0.75_14_M1,1,1.377254245806954
15,erdos_0.75_15_M1,1,1.9100564211308066
16,erdos_0.75_16_M1,15,5.20730198782989
17,erdos_0.75_17_M1,5,2.8905695100104722
18,erdos_0.75_18_M1,15,5.20730198782989
19,erdos_0.75_19_M1,2,1.9348299328707914
20,erdos_0.75_20_M1,1,1.4700729462638442
21,erdos_0.75_21_M1,3,2.4526424606277875
22,erdos_0.75_22_M1,5,2.8905695100104665
23,erdos_0.75_23_M1,6,2.9413932009181165
24,erdos_0.75_24_M1,5,2.890569510010473
25,erdos_0.75_25_M1,1,1.8594444718450527
26,erdos_0.75_26_M1,3,2.4526424606277875
27,erdos_0.75_27_M1,4,2.750597456656371
28,erdos_0.75_28_M1,1,1.3772542458069452
29,erdos_0.75_29_M1,3,2.4526424606278
30,erdos_0.75_30_M1,1,1.3772542458069559
31,erdos_0.75_31_M1,1,1.3772542458069577
32,erdos_0.75_32_M1,3,2.4526424606277804
33,erdos_0.75_33_M1,5,2.890569510010474
34,erdos_0.75_34_M1,7,3.198803078949159
35,erdos_0.75_35_M1,1,1.4700729462638513
36,erdos_0.75_36_M1,12,3.7721349264985564
37,erdos_0.75_37_M1,2,1.9348299328707843
38,erdos_0.75_38_M1,15,5.20730198782989
39,erdos_0.75_39_M1,1,1.3772542458069452
40,erdos_0.75_40_M1,6,2.941393200918125
41,erdos_0.75_41_M1,1,1.377254245806954
42,erdos_0.75_42_M1,1,1.3772542458069568
43,erdos_0.75_43_M1,1,1.377254245806954
44,erdos_0.75_44_M1,1,1.3772542458069568
45,erdos_0.75_45_M1,15,5.20730198782989
46,erdos_0.75_46_M1,4,2.750597456656358
47,erdos_0.75_47_M1,15,5.20730198782989
48,erdos_0.75_48_M1,1,1.8594444718450438
49,erdos_0.75_49_M1,1,1.377254245806954
50,erdos_0.75_50_M1,1,1.377254245806954
51,erdos_0.75_51_M1,6,2.9413932009181214
52,erdos_0.75_52_M1,1,1.8594444718450536
53,erdos_0.75_53_M1,6,2.941393200918125
54,erdos_0.75_54_M1,4,2.750597456656355
55,erdos_0.75_55_M1,4,2.7505974566563665
56,erdos_0.75_56_M1,6,2.9413932009181267
57,erdos_0.75_57_M1,1,2.354234168566414
58,erdos_0.75_58_M1,6,2.941393200918123
59,erdos_0.75_59_M1,8,3.3626445591955463
60,erdos_0.75_60_M1,8,3.362644559195548
61,erdos_0.75_61_M1,1,1.3772542458069568
62,erdos_0.75_62_M1,1,1.8594444718450616
63,erdos_0.75_63_M1,1,1.3772542458069568
64,erdos_0.75_64_M1,7,3.19880307894915
65,erdos_0.75_65_M1,2,1.9348299328707999
66,erdos_0.75_66_M1,2,1.9348299328707985
67,erdos_0.75_67_M1,1,1.8594444718450527
68,erdos_0.75_68_M1,1,2.3542341685664105
69,erdos_0.75_69_M1,1,1.8594444718450465
70,erdos_0.75_70_M1,3,2.452642460627795
71,erdos_0.75_71_M1,4,2.750597456656361
72,erdos_0.75_72_M1,3,2.4526424606277946
73,erdos_0.75_73_M1,15,5.20730198782989
74,erdos_0.75_74_M1,6,2.941393200918107
75,erdos_0.75_75_M1,3,2.4526424606277804
76,erdos_0.75_76_M1,3,2.452642460627769
77,erdos_0.75_77_M1,3,2.4526424606277972
78,erdos_0.75_78_M1,5,2.89056951001047
79,erdos_0.75_79_M1,1,1.3772542458069559
80,erdos_0.75_80_M1,6,2.941393200918123
81,erdos_0.75_81_M1,5,2.8905695100104754
82,erdos_0.75_82_M1,7,3.198803078949148
83,erdos_0.75_83_M1,3,2.45264246062778
84,erdos_0.75_84_M1,3,2.4526424606277875
85,erdos_0.75_85_M1,4,2.7505974566563673
86,erdos_0.75_86_M1,7,3.1988030789491573
87,erdos_0.75_87_M1,1,1.3772542458069568
88,erdos_0.75_88_M1,5,2.8905695100104607
89,erdos_0.75_89_M1,5,2.8905695100104634
90,erdos_0.75_90_M1,3,2.452642460627789
91,erdos_0.75_91_M1,5,2.8905695100104665
92,erdos_0.75_92_M1,1,2.354234168566406
93,erdos_0.75_93_M1,1,1.3772542458069479
94,erdos_0.75_94_M1,6,2.9413932009181183
95,erdos_0.75_95_M1,5,2.890569510010486
96,erdos_0.75_96_M1,5,2.890569510010474
97,erdos_0.75_97_M1,1,1.9100564211308058
98,erdos_0.75_98_M1,1,1.377254245806954
99,erdos_0.75_99_M1,2,1.9348299328707923
