,id,eigenval,mingap
0,erdos_0.5_0_M2,1,1.3906138272399744
1,erdos_0.5_1_M2,1,1.740157559637968
2,erdos_0.5_2_M2,3,2.5285037762057154
3,erdos_0.5_3_M2,4,2.19350478419598
4,erdos_0.5_4_M2,3,1.9927062379026275
5,erdos_0.5_5_M2,4,2.9120050545649345
6,erdos_0.5_6_M2,5,2.315412308004632
7,erdos_0.5_7_M2,3,1.9927062379039313
8,erdos_0.5_8_M2,1,1.5818426110283887
9,erdos_0.5_9_M2,1,1.4134901937285207
10,erdos_0.5_10_M2,2,1.9073522283486106
11,erdos_0.5_11_M2,3,2.205947332941676
12,erdos_0.5_12_M2,2,2.3485615818339554
13,erdos_0.5_13_M2,1,1.5818426110286765
14,erdos_0.5_14_M2,2,2.192725688642266
15,erdos_0.5_15_M2,2,1.9260081377964582
16,erdos_0.5_16_M2,2,1.6772317983808165
17,erdos_0.5_17_M2,2,2.0615709961158366
18,erdos_0.5_18_M2,1,1.127326765882998
19,erdos_0.5_19_M2,1,1.413490193728439
20,erdos_0.5_20_M2,4,2.9120050545650003
21,erdos_0.5_21_M2,1,1.2881506641767722
22,erdos_0.5_22_M2,1,1.581842611028371
23,erdos_0.5_23_M2,1,1.5410171002883537
24,erdos_0.5_24_M2,6,2.20594733294179
25,erdos_0.5_25_M2,2,2.3485615818340193
26,erdos_0.5_26_M2,2,2.061570996115975
27,erdos_0.5_27_M2,1,1.3906138272401556
28,erdos_0.5_28_M2,2,1.6772317983822518
29,erdos_0.5_29_M2,4,2.310414219491122
30,erdos_0.5_30_M2,4,2.1516237438024106
31,erdos_0.5_31_M2,3,1.9927062379039526
32,erdos_0.5_32_M2,1,1.5410171002880055
33,erdos_0.5_33_M2,4,2.9120050545649754
34,erdos_0.5_34_M2,2,2.0615709961158437
35,erdos_0.5_35_M2,2,2.9120050545649363
36,erdos_0.5_36_M2,3,2.5285037762055893
37,erdos_0.5_37_M2,3,2.5285037762057136
38,erdos_0.5_38_M2,4,2.1935047841962785
39,erdos_0.5_39_M2,3,1.992706237903608
40,erdos_0.5_40_M2,4,2.193504784196577
41,erdos_0.5_41_M2,2,2.061570996115826
42,erdos_0.5_42_M2,4,2.103157321136141
43,erdos_0.5_43_M2,3,1.9927062379031675
44,erdos_0.5_44_M2,3,1.9927062379035227
45,erdos_0.5_45_M2,1,1.127326765881719
46,erdos_0.5_46_M2,2,2.192725688642337
47,erdos_0.5_47_M2,1,1.1273267658817048
48,erdos_0.5_48_M2,1,1.288150664176971
49,erdos_0.5_49_M2,4,2.151623743802432
50,erdos_0.5_50_M2,3,1.8314343107791657
51,erdos_0.5_51_M2,2,1.9073522283486604
52,erdos_0.5_52_M2,1,1.3906138272400916
53,erdos_0.5_53_M2,1,1.92600813779657
54,erdos_0.5_54_M2,5,2.315412308005399
55,erdos_0.5_55_M2,1,1.288150664176655
56,erdos_0.5_56_M2,1,1.5410171002884283
57,erdos_0.5_57_M2,2,2.0615709961158437
58,erdos_0.5_58_M2,1,1.5410171002883217
59,erdos_0.5_59_M2,1,1.288150664176861
60,erdos_0.5_60_M2,2,2.0615709961158792
61,erdos_0.5_61_M2,3,1.992706237903306
62,erdos_0.5_62_M2,1,1.413490193728748
63,erdos_0.5_63_M2,3,2.0116633674999385
64,erdos_0.5_64_M2,1,1.2881506641770066
65,erdos_0.5_65_M2,1,1.541017100287771
66,erdos_0.5_66_M2,4,2.310414219491566
67,erdos_0.5_67_M2,1,1.3906138272397968
68,erdos_0.5_68_M2,2,1.9073522283485147
69,erdos_0.5_69_M2,2,2.1927256886423763
70,erdos_0.5_70_M2,1,1.5410171002879345
71,erdos_0.5_71_M2,4,2.151623743802105
72,erdos_0.5_72_M2,3,2.5285037762056177
73,erdos_0.5_73_M2,4,2.151623743802883
74,erdos_0.5_74_M2,4,2.1935047841960795
75,erdos_0.5_75_M2,2,2.19272568864233
76,erdos_0.5_76_M2,2,1.6772317983823655
77,erdos_0.5_77_M2,1,1.3906138272395836
78,erdos_0.5_78_M2,1,1.5410171002883217
79,erdos_0.5_79_M2,2,1.6772317983812783
80,erdos_0.5_80_M2,1,2.346486511137279
81,erdos_0.5_81_M2,1,1.288150664176829
82,erdos_0.5_82_M2,1,1.2881506641769676
83,erdos_0.5_83_M2,3,1.8314343107793043
84,erdos_0.5_84_M2,1,1.3906138272401414
85,erdos_0.5_85_M2,2,2.0615709961158792
86,erdos_0.5_86_M2,1,1.288150664176964
87,erdos_0.5_87_M2,4,2.1935047841963176
88,erdos_0.5_88_M2,3,2.528503776205646
89,erdos_0.5_89_M2,1,1.54101710028797
90,erdos_0.5_90_M2,5,2.315412308005122
91,erdos_0.5_91_M2,1,1.3906138272398643
92,erdos_0.5_92_M2,4,2.912005054564972
93,erdos_0.5_93_M2,2,1.6772317983815839
94,erdos_0.5_94_M2,4,2.1935047841959943
95,erdos_0.5_95_M2,1,1.4134901937284567
96,erdos_0.5_96_M2,4,2.193504784196236
97,erdos_0.5_97_M2,3,2.5285037762055786
98,erdos_0.5_98_M2,3,1.8314343107800966
99,erdos_0.5_99_M2,1,1.5818426110287795
