,id,eigenval,mingap
0,erdos_0.25_0_M5,1,3.346768989071247
1,erdos_0.25_1_M5,2,1.8364455555061028
2,erdos_0.25_2_M5,1,1.8364455555061063
3,erdos_0.25_3_M5,2,1.8275979505903166
4,erdos_0.25_4_M5,5,1.9498563940495544
5,erdos_0.25_5_M5,2,2.6058975636053994
6,erdos_0.25_6_M5,2,2.605897563605396
7,erdos_0.25_7_M5,2,1.827597950589876
8,erdos_0.25_8_M5,1,1.3377135103333302
9,erdos_0.25_9_M5,3,2.1964673721630277
10,erdos_0.25_10_M5,4,2.6058975636052537
11,erdos_0.25_11_M5,2,2.6058975636053994
12,erdos_0.25_12_M5,4,2.6058975636053354
13,erdos_0.25_13_M5,1,1.337713510333046
14,erdos_0.25_14_M5,2,2.6058975636053923
15,erdos_0.25_15_M5,2,1.8364455555062662
16,erdos_0.25_16_M5,2,2.605897563605321
17,erdos_0.25_17_M5,1,1.8364455555062875
18,erdos_0.25_18_M5,1,1.836445555506181
19,erdos_0.25_19_M5,2,2.6058975636053407
20,erdos_0.25_20_M5,2,2.6058975636053727
21,erdos_0.25_21_M5,2,1.836445555506259
22,erdos_0.25_22_M5,1,1.2347633864040333
23,erdos_0.25_23_M5,3,2.196467372162793
24,erdos_0.25_24_M5,6,2.0630465266018163
25,erdos_0.25_25_M5,1,1.8364455555062378
26,erdos_0.25_26_M5,2,1.8275979505898903
27,erdos_0.25_27_M5,2,1.8364455555062698
28,erdos_0.25_28_M5,1,1.4510619456967575
29,erdos_0.25_29_M5,2,2.605897563605321
30,erdos_0.25_30_M5,4,2.6058975636053354
31,erdos_0.25_31_M5,1,1.4569012119831726
32,erdos_0.25_32_M5,3,2.196467372163017
33,erdos_0.25_33_M5,2,2.6058975636053407
34,erdos_0.25_34_M5,2,2.6058975636053727
35,erdos_0.25_35_M5,1,3.346768989071247
36,erdos_0.25_36_M5,1,1.8364455555060921
37,erdos_0.25_37_M5,4,2.605897563605339
38,erdos_0.25_38_M5,4,2.6058975636052537
39,erdos_0.25_39_M5,2,1.8364455555063728
40,erdos_0.25_40_M5,4,2.6058975636053034
41,erdos_0.25_41_M5,1,1.8364455555061738
42,erdos_0.25_42_M5,2,1.5415369778855208
43,erdos_0.25_43_M5,2,1.8364455555063728
44,erdos_0.25_44_M5,4,1.7995384681984703
45,erdos_0.25_45_M5,2,1.8275979505901034
46,erdos_0.25_46_M5,3,2.196467372162818
47,erdos_0.25_47_M5,1,2.083542032156547
48,erdos_0.25_48_M5,3,2.196467372162825
49,erdos_0.25_49_M5,5,1.949856394048787
50,erdos_0.25_50_M5,1,2.083542032156455
51,erdos_0.25_51_M5,3,2.1964673721628323
52,erdos_0.25_52_M5,1,1.8364455555062698
53,erdos_0.25_53_M5,2,2.6058975636053727
54,erdos_0.25_54_M5,2,2.605897563605316
55,erdos_0.25_55_M5,1,1.8364455555062413
56,erdos_0.25_56_M5,1,1.8364455555062484
57,erdos_0.25_57_M5,3,2.19646737216274
58,erdos_0.25_58_M5,1,1.8364455555062271
59,erdos_0.25_59_M5,2,1.8364455555063728
60,erdos_0.25_60_M5,1,3.346768989071247
61,erdos_0.25_61_M5,1,3.346768989071247
62,erdos_0.25_62_M5,3,2.0630465266018803
63,erdos_0.25_63_M5,2,1.827597950590004
64,erdos_0.25_64_M5,4,2.6058975636052892
65,erdos_0.25_65_M5,2,2.6058975636053727
66,erdos_0.25_66_M5,1,1.8364455555062413
67,erdos_0.25_67_M5,2,1.8364455555061028
68,erdos_0.25_68_M5,2,2.605897563605396
69,erdos_0.25_69_M5,1,1.8364455555061738
70,erdos_0.25_70_M5,4,2.605897563605346
71,erdos_0.25_71_M5,2,1.8275979505903095
72,erdos_0.25_72_M5,2,2.6058975636053923
73,erdos_0.25_73_M5,1,1.8364455555062875
74,erdos_0.25_74_M5,1,1.8364455555061063
75,erdos_0.25_75_M5,2,2.605897563605307
76,erdos_0.25_76_M5,1,2.0835420321565827
77,erdos_0.25_77_M5,2,1.8364455555059536
78,erdos_0.25_78_M5,2,1.8364455555061703
79,erdos_0.25_79_M5,1,1.451061945696651
80,erdos_0.25_80_M5,1,3.346768989071247
81,erdos_0.25_81_M5,2,2.605897563605401
82,erdos_0.25_82_M5,4,2.6058975636053496
83,erdos_0.25_83_M5,1,1.1652980556891634
84,erdos_0.25_84_M5,3,2.196467372162747
85,erdos_0.25_85_M5,3,2.1964673721628323
86,erdos_0.25_86_M5,3,2.1964673721628465
87,erdos_0.25_87_M5,2,1.8364455555063586
88,erdos_0.25_88_M5,1,1.8364455555061028
89,erdos_0.25_89_M5,3,2.1964673721630916
90,erdos_0.25_90_M5,1,1.836445555506291
91,erdos_0.25_91_M5,2,2.0326735873674266
92,erdos_0.25_92_M5,1,3.346768989071247
93,erdos_0.25_93_M5,1,1.337713510333181
94,erdos_0.25_94_M5,1,1.8364455555062271
95,erdos_0.25_95_M5,2,1.8275979505902313
96,erdos_0.25_96_M5,4,2.6058975636052537
97,erdos_0.25_97_M5,4,2.6058975636053496
98,erdos_0.25_98_M5,3,2.1964673721628074
99,erdos_0.25_99_M5,1,2.0835420321565365
