,formulation,chain_strength,embedding,chain_breaks,chain_breaks_err,min_fraction,embedding_fixed,chain_breaks_fixed,chain_breaks_err_fixed,min_fraction_fixed
0,n,1,"{0: [4010, 818, 817, 816, 4009, 815], 1: [4430, 935, 938, 936, 937], 6: [4471, 503, 4265, 4264, 4263, 4262, 4261, 502], 8: [4381, 322, 321, 4141, 4142, 4143, 4145, 4144], 10: [4130, 951, 4129, 952, 954, 953], 11: [4367, 4370, 4368, 4369], 12: [4070, 622, 621, 4069, 620, 4068], 14: [683, 4111, 4115, 4114, 4113, 682, 681, 4112], 16: [4156, 908, 412, 413, 4489, 411, 4488, 4487, 4486], 17: [4218, 4217, 456, 457, 458, 4565, 4564, 4563, 4562], 18: [1100, 1101, 1102, 4519, 4520, 1103], 20: [964, 968, 4355, 4354, 967, 966, 965], 23: [3935, 517, 3934, 3933, 3932, 515, 516, 4067], 25: [4429, 4504, 846, 847, 848], 31: [4580, 800, 4219, 803, 4579, 802, 4128, 801], 36: [756, 757, 998, 758, 4474, 4472, 4473], 38: [455, 4022, 4024, 4023, 787, 4025, 786, 785], 39: [1161, 1162, 832, 518, 4456, 4460, 4457, 4459, 4458], 41: [4490, 1073, 1070, 1071, 1072], 42: [744, 743, 742, 3995, 3994, 3993, 741], 43: [442, 441, 4205, 4204, 4203, 4202], 44: [546, 4325, 548, 547, 4324, 4323, 4322], 46: [890, 893, 892, 891], 48: [637, 636, 4279, 4278, 4277], 49: [666, 4340, 4339, 667, 4338], 3: [3977, 3979, 983, 982, 981, 3978, 980], 4: [4171, 697, 696, 4172, 4175, 4174, 4173], 5: [994, 4040, 997, 996, 995], 7: [4100, 4099, 533, 4096, 532, 531, 4098, 4097], 9: [772, 426, 4247, 4251, 4250, 4249, 4248], 24: [487, 4400, 4397, 4398, 4399], 27: [4441, 713, 4442, 4444, 4443], 30: [905, 3875, 3874, 860, 863, 862, 861], 33: [472, 4235, 471, 4234, 4232, 4233], 35: [576, 1147, 577, 4310, 4309, 4308, 4306, 4307], 37: [4186, 4187, 1146, 4190, 4188, 4189], 40: [712, 3890, 3889, 3888, 710, 4083, 711], 2: [4518, 668, 4127, 605, 4352, 606, 4428, 607], 13: [1013, 3965, 3949, 1010, 1012, 1011], 15: [1085, 4505, 1089, 1088, 1086, 1087], 19: [920, 924, 4084, 923, 921, 922], 21: [4382, 4383, 4384, 4385], 22: [4295, 1041, 4293, 1042, 4294], 34: [773, 698, 1043, 593, 4412, 4415, 4414, 4413], 47: [1028, 1027, 4220, 1025, 1026], 29: [906, 4160, 4159, 4157, 652, 651, 4158], 32: [4292, 3919, 3918, 3917, 560, 561, 563, 562], 45: [4280, 1058, 1055, 1057, 1056], 26: [4052, 728, 727, 726, 4053, 4055, 4054], 28: [4039, 878, 877, 875, 876]}",0.23915915915915917,0.037372321095668806,0.001,"{0: [4010, 818, 817, 816, 4009, 815], 1: [4430, 935, 938, 936, 937], 6: [4471, 503, 4265, 4264, 4263, 4262, 4261, 502], 8: [4381, 322, 321, 4141, 4142, 4143, 4145, 4144], 10: [4130, 951, 4129, 952, 954, 953], 11: [4367, 4370, 4368, 4369], 12: [4070, 622, 621, 4069, 620, 4068], 14: [683, 4111, 4115, 4114, 4113, 682, 681, 4112], 16: [4156, 908, 412, 413, 4489, 411, 4488, 4487, 4486], 17: [4218, 4217, 456, 457, 458, 4565, 4564, 4563, 4562], 18: [1100, 1101, 1102, 4519, 4520, 1103], 20: [964, 968, 4355, 4354, 967, 966, 965], 23: [3935, 517, 3934, 3933, 3932, 515, 516, 4067], 25: [4429, 4504, 846, 847, 848], 31: [4580, 800, 4219, 803, 4579, 802, 4128, 801], 36: [756, 757, 998, 758, 4474, 4472, 4473], 38: [455, 4022, 4024, 4023, 787, 4025, 786, 785], 39: [1161, 1162, 832, 518, 4456, 4460, 4457, 4459, 4458], 41: [4490, 1073, 1070, 1071, 1072], 42: [744, 743, 742, 3995, 3994, 3993, 741], 43: [442, 441, 4205, 4204, 4203, 4202], 44: [546, 4325, 548, 547, 4324, 4323, 4322], 46: [890, 893, 892, 891], 48: [637, 636, 4279, 4278, 4277], 49: [666, 4340, 4339, 667, 4338], 3: [3977, 3979, 983, 982, 981, 3978, 980], 4: [4171, 697, 696, 4172, 4175, 4174, 4173], 5: [994, 4040, 997, 996, 995], 7: [4100, 4099, 533, 4096, 532, 531, 4098, 4097], 9: [772, 426, 4247, 4251, 4250, 4249, 4248], 24: [487, 4400, 4397, 4398, 4399], 27: [4441, 713, 4442, 4444, 4443], 30: [905, 3875, 3874, 860, 863, 862, 861], 33: [472, 4235, 471, 4234, 4232, 4233], 35: [576, 1147, 577, 4310, 4309, 4308, 4306, 4307], 37: [4186, 4187, 1146, 4190, 4188, 4189], 40: [712, 3890, 3889, 3888, 710, 4083, 711], 2: [4518, 668, 4127, 605, 4352, 606, 4428, 607], 13: [1013, 3965, 3949, 1010, 1012, 1011], 15: [1085, 4505, 1089, 1088, 1086, 1087], 19: [920, 924, 4084, 923, 921, 922], 21: [4382, 4383, 4384, 4385], 22: [4295, 1041, 4293, 1042, 4294], 34: [773, 698, 1043, 593, 4412, 4415, 4414, 4413], 47: [1028, 1027, 4220, 1025, 1026], 29: [906, 4160, 4159, 4157, 652, 651, 4158], 32: [4292, 3919, 3918, 3917, 560, 561, 563, 562], 45: [4280, 1058, 1055, 1057, 1056], 26: [4052, 728, 727, 726, 4053, 4055, 4054], 28: [4039, 878, 877, 875, 876]}",0.23915915915915917,0.037372321095668806,0.001
